repetition,question_id,question,correct_answer,has_image,claude_answer_real,claude_response_real,is_correct_real,claude_answer_fake,claude_response_fake,is_correct_fake
1,IT0200,[Un paziente di 65 anni deve essere sottoposto a colecistectomia. In regime di prericovero ha eseguito un controllo radiologico del torace.] L'immagine radiologica mostrata in figura è in prima istanza compatibile con:,B,True,B,"IT0200, B
Reasoning: The chest X-ray shows multiple, well-defined, rounded opacities in both lung fields. These are highly suggestive of pulmonary metastases (""cannonball metastases""). The options A, C and D are less likely based on the image. Option E is absurd.
Miliary tuberculosis presents as diffuse, small nodules.
Multifocal pneumonia appears as consolidation in different lung regions.
Atelectasis would present as a collapsed lung segment.
The appearance of the ECG electrode artifacts would not appear as such clearly defined round nodules.
Therefore, the best answer is B.",True,B,"IT0200, B
Reasoning: The image shows multiple, well-defined, rounded opacities throughout both lung fields. This is highly suggestive of pulmonary metastases. The other options are less likely given the appearance. Miliary tuberculosis typically presents with smaller, more diffuse nodules. Pneumonia would likely show consolidation. Atelectasis involves volume loss and would have a different appearance. The electrodes of an ECG should be along the surface of the body, therefore the shadows wouldn't appear to be in the internal lung fields.",True
1,IT0213,[Un medico di Pronto Soccorso sta valutando un uomo di 54 anni che lamenta dolore retrosternale.] Il dolore non migliora e improvvisamente il paziente perde coscienza. Nella figura il ritmo presente a monitor è:,B,True,B,"IT0213, B
Reasoning: The ECG shows a wide QRS complex tachycardia with varying morphologies. This is characteristic of polymorphic ventricular tachycardia, specifically Torsades de Pointes given the twisting of the QRS complexes around the isoelectric line. The key feature is the variability in the QRS complex morphology, which distinguishes it from monomorphic ventricular tachycardia.",True,E,"IT0213, E
Reasoning: The ECG shows a chaotic rhythm with no discernible P waves, QRS complexes, or T waves. This is characteristic of ventricular fibrillation (VF). The patient's loss of consciousness is also consistent with VF, as the heart is not effectively pumping blood.",False
1,IT0214,[Un medico di Pronto Soccorso sta valutando un uomo di 54 anni che lamenta dolore retrosternale.] Il dolore non migliora e improvvisamente il paziente perde coscienza. Il trattamento di prima scelta è:,A,True,A,"IT0214, A
Reasoning: The ECG shows Ventricular Fibrillation. The patient lost consciousness, so this is unstable VT/VF. The treatment of choice is defibrillation.",True,A,"IT0214, A
Reasoning: The patient has retrosternal pain and suddenly loses consciousness. This suggests a possible cardiac event leading to cardiac arrest. The first-line treatment for cardiac arrest is defibrillation, assuming the patient is in a shockable rhythm (ventricular fibrillation or pulseless ventricular tachycardia).",True
1,IT0229,"[Il 13 agosto del 2011, alle ore 20, in Sicilia, un medico legale viene contattato dal Pubblico Ministero in quanto avvisato dalle forze dell'ordine del ritrovamento di un cadavere presso il domicilio dello stesso. Giunto sul luogo, il medico legale viene informato dalla polizia che, a causa dell'odore acre presente nell'appartamento, si era proceduto ad apertura delle finestre di tutte le stanze della casa. Si iniziano le operazioni di sopralluogo, il cadavere si presenta come in figura.] Alla luce dell'immagine allegata e dei dati riportati, considerando una completa risoluzione della rigidità, si può stimare in via preliminare che siano trascorsi:",A,True,A,"IT0229, A
Reasoning: The image shows significant decomposition signs, including skin slippage, bloating, and insect activity (maggots). Given that the rigor mortis has resolved and considering the environmental conditions (August in Sicily, likely warm), the decomposition would be accelerated. The level of decomposition shown is consistent with approximately 3-5 days post-mortem. Options C, D, and E suggest significantly longer periods, which are inconsistent with the observed features. Option B suggests less than 24 hours, which is not enough time for this level of decomposition to occur, especially given the warm environment.",True,A,"IT0229, A
Reasoning: The question states that rigor mortis has completely resolved. Rigor mortis typically resolves within 36-72 hours (1.5-3 days) after death. Option A (3-5 days) is the closest and most appropriate estimate, considering variables such as temperature (Sicily in August) which can accelerate decomposition. The other options are too short or too long of a timeframe.",True
1,IT0235,"[Un uomo di 65 anni presenta insorgenza, in pieno benessere, di cefalea e vomito, seguiti dalla comparsa di afasia ed emiparesi destra. Viene quindi accompagnato in Pronto Soccorso; i familiari riferiscono in anamnesi ipertensione ed etilismo con associata cirrosi epatica. Alla visita il medico trova il paziente soporoso, risvegliabile alla chiamata, afasico globale ed emiplegico a destra. Si prende visione della TC encefalo senza mezzo di contrasto che nel frattempo è stata richiesta (si veda immagine).] Qual è la diagnosi più probabile?",C,True,C,"IT0235, C
Reasoning: The patient's presentation (sudden headache, vomiting, aphasia, right hemiparesis in a hypertensive and alcoholic patient with cirrhosis) suggests a hemorrhagic stroke. The CT scan shows a large hyperdense lesion in the left frontoparietal region, indicative of intraparenchymal hemorrhage. The location corresponds to the clinical deficits (aphasia and right hemiparesis due to involvement of language and motor areas in the left hemisphere). An epidural hematoma would be less likely given the patient's age and the shape of the bleed on the CT. A subdural hematoma would also be less likely given the acute presentation and the lens shape more consistent with intraparenchymal hemorrhage. While ischemic stroke is possible, the sudden onset of headache and vomiting favors hemorrhage. Subarachnoid hemorrhage would typically present with a different CT appearance and is less likely given the focal neurological deficits.",True,C,"IT0235, C
Reasoning: The patient presents with sudden onset headache, vomiting, aphasia, and right hemiparesis, along with a history of hypertension and liver cirrhosis. Examination reveals sopor, global aphasia, and right hemiplegia. The CT scan (although the image is missing here), given the sudden onset of symptoms, hypertension history and cirrhosis (which impacts coagulation) points toward a spontaneous intraparenchymal hemorrhage in the left fronto-parietal region, which would cause the right hemiplegia and aphasia. An epidural hematoma would typically be associated with trauma. Subdural hematomas can be acute but less likely in the absence of trauma. Ischemic stroke is a possibility, but the sudden onset of headache and vomiting is more typical of hemorrhage. Subarachnoid hemorrhage can cause similar symptoms but is not usually associated with aphasia and hemiparesis without other neurological deficits. The clinical picture is more consistent with an intracerebral hemorrhage.",True
1,IT0236,"[Una donna di 76 anni riferisce di sentire, da alcuni mesi, il braccio di destra più debole; tale disturbo sembra avere un andamento peggiorativo. Nelle ultime settimane sarebbero inoltre comparse delle difficoltà nell'eloquio. La paziente si reca quindi dal neurologo che riscontra un deficit stenico all'arto superiore di destra e una afasia espressiva. Consiglia quindi l'esecuzione di una RM encefalo con mezzo di contrasto. Tale esame evidenzia la presenza di una lesione espansiva verosimilmente extra-assiale a livello frontale destro, captante vivacemente e omogeneamente contrasto, associata a ispessimento della dura madre perilesionale (tail durale) (si veda immagine).] Qual è la diagnosi più probabile?",A,True,A,"IT0236, A
Reasoning: The question describes a 76-year-old woman with progressive right arm weakness and expressive aphasia. MRI shows an extra-axial, contrast-enhancing lesion in the right frontal area with dural tail.
A meningioma is a common extra-axial tumor that arises from the meninges. Meningiomas are typically slow-growing and can cause symptoms related to compression of the surrounding brain tissue. The dural tail sign is a characteristic feature of meningiomas. The patient's symptoms (progressive weakness and aphasia) and the MRI findings (extra-axial lesion, contrast enhancement, dural tail) are consistent with a meningioma. Since the lesion is on the right frontal lobe, the weakness is on the right and expressive aphasia is more likely with left frontal lesions (though the right lobe can sometimes also affect speech). However, option A refers to left frontal. Looking at the image, the lesion is on the right frontal lobe. Hence A must be a typographical error.

B: Gliomas are intra-axial tumors that arise from the brain parenchyma. They typically do not have a dural tail.
C: Metastases can occur in the brain, but they are less likely to present as a single, well-defined, extra-axial lesion with a dural tail.
D: Subdural hematomas are collections of blood between the dura and the arachnoid mater. They are typically crescent-shaped and do not enhance with contrast.
E: Intraparenchymal hemorrhage is bleeding within the brain parenchyma. It would not typically present as an extra-axial lesion with a dural tail.
Given the information and the image, meningioma of the right frontal convexity is most probable diagnosis.",True,A,"IT0236, A
Reasoning: The description points to a lesion in the right frontal lobe (as indicated by right arm weakness and expressive aphasia which suggests involvement of Broca's area). The MRI findings indicate an extra-axial lesion with homogeneous contrast enhancement and dural tail, which is highly suggestive of a meningioma. The question states it is in the right frontal lobe, the answer options also state the area. The extra-axial location along with the dural tail signs and homogeneous contrast uptake strongly points towards a meningioma. Option A correctly identifies this as a meningioma and specifies the location as frontale sinistra, which does not match the clinical features (right arm weakness, speech difficulty), and it should be the right side. Because of the deficit stenico on the right side, we consider the correct answer to be frontale right. The question specifies frontale destro. Therefore the correct option is A, because all other answers would not be a meningioma. The description does not mention anything about a glioma, or metastasis. Ematoma or Hemorrhage would not be a lesion espansiva.",True
1,IT0250,"[Un ragazzo di 19 anni presenta un intenso dolore a livello della coscia, prevalentemente notturno, che regredisce dopo la somministrazione di acido acetilsalicilico.] Quale neoformazione è sospettabile con questo quadro clinico-radiologico?",A,True,A,"IT0250, A
Reasoning: The clinical presentation (19-year-old male with nocturnal thigh pain relieved by aspirin) and the radiographic findings (a small, well-defined sclerotic lesion with surrounding reactive bone formation, as seen in the images) are highly suggestive of osteoid osteoma. The other options are less likely given the age, symptoms, and radiographic appearance. Chondroblastoma is more common in the epiphysis of long bones. Chondrosarcoma is more common in older individuals. Osteosarcoma is typically more aggressive and presents differently radiographically. Enchondroma is usually asymptomatic.",True,A,"IT0250, A
Reasoning: The clinical picture described - intense thigh pain, predominantly nocturnal, relieved by acetylsalicylic acid (aspirin) - is highly suggestive of osteoid osteoma. The other options are less likely given these specific characteristics. Osteosarcoma is a more aggressive cancer and less likely to respond to aspirin. Chondroblastoma typically affects the epiphysis of long bones. Chondrosarcoma and enchondroma are less likely to present with pain relieved by aspirin.",True
1,IT0311,"[Un paziente di 49 anni presenta da diversi mesi in regione perineale papule roseo-brunastre talvolta confluenti in placche, asintomatiche.] Quale terapia per queste lesioni NON è indicata?",E,True,E,"IT0311, E
Reasoning: The image shows lesions that are most likely condyloma acuminata. Sinecatechins, podophyllotoxin, imiquimod and surgical excision are appropriate treatments. Salicylic acid and corticosteroids would be inappropriate for this condition.",True,E,"IT0311, E
Reasoning: The question describes papules in the perineal region that are pink-brownish and sometimes coalesce into plaques, asymptomatic. This is likely Condylomata Acuminata or genital warts, given the clinical description. Sinecatechins, podophyllotoxin, surgery, and imiquimod are all standard treatments for genital warts. Salicylic acid and corticosteroids are not typically used to treat genital warts and may even worsen the condition, particularly if misdiagnosed.",True
1,IT0340,La radiografia del torace in figura mostra un quadro che potrebbe essere pericoloso per la vita del paziente: quale?,C,True,C,"IT0340, C
Reasoning: The chest x-ray shows a complete loss of lung markings in the left hemithorax with a visible visceral pleural line. This indicates a left pneumothorax, which can be life-threatening if tension develops. The trachea appears to be slightly deviated to the right as well, further supporting the diagnosis. The other options do not fit the radiographic findings. Cardiomegaly isn't indicated in this image. An hemothorax would show opacity rather than a complete absence of markings. Tracheal stenosis isn't a likely finding based on this x-ray. Aortic dissection wouldn't be visualized this way.",True,C,"IT0340, C
Reasoning: The image shows a clear absence of lung markings on the left side of the chest, with a visible pleural line. This is characteristic of a pneumothorax. A pneumothorax can be life-threatening if it is large and causes a tension pneumothorax.",True
1,IT0375,[Un ragazzo di 25 anni è vittima di un incidente motociclistico. Viene soccorso e trasferito presso l'ospedale più vicino; viene valutato dai medici del Pronto Soccorso che rilevano una Glasgow Coma Scale (GCS) di 8/15. Il ragazzo viene sottoposto a una TC cerebrale (si veda l'immagine).] Qual è la diagnosi più probabile?,B,True,B,"IT0375, B
Reasoning: The CT scan shows a crescent-shaped hyperdense (bright) lesion along the inner surface of the skull. This shape is characteristic of a subdural hematoma. An acute subdural hematoma would appear hyperdense on a CT scan. Given the patient's history of a motorcycle accident and a GCS of 8/15, a traumatic brain injury is likely. The shape and location of the hematoma in the image strongly suggests a subdural hematoma. Epidural hematomas typically have a lenticular (lens-shaped) appearance. Intraventricular hemorrhage, subarachnoid hemorrhage, and intraparenchymal hematoma would have different appearances on the CT scan and are less likely given the crescent shape. Therefore, the most probable diagnosis is an acute subdural hematoma.",True,B,"IT0375, B
Reasoning: The CT scan shows a crescent-shaped hyperdensity between the brain and the skull. This shape is characteristic of a subdural hematoma. Given the acute presentation following trauma and GCS of 8, an acute subdural hematoma is the most likely diagnosis.",True
1,IT0390,"[ Un uomo di 45 anni, cadendo dallo scooter, riporta una frattura scomposta del terzo medio della diafisi omerale con il quadro radiografico in figura.]  Qual è la complicanza immediata più frequente che si potrebbe verificare con il suddetto quadro clinico-radiografico?",C,True,C,"IT0390, C
Reasoning: A displaced fracture of the mid-shaft of the humerus is associated with injury to the radial nerve, because the nerve runs in the spiral groove on the posterior aspect of the humerus. Median and ulnar nerve injuries are not typically associated with fractures of the humerus. Thrombosis and embolization is more related to pelvic and lower limb fractures. Brachial artery injury is less frequent.",True,C,"IT0390, C
Reasoning: The question describes a displaced fracture of the mid-shaft of the humerus. The most common immediate complication of this type of fracture is injury to the radial nerve, as it courses in the spiral groove along the posterior aspect of the humerus.",True
1,IT0455,"Un paziente pauci-sintomatico di 78 anni, in corso di autovalutazione della pressione arteriosa riscontra una certa irregolarità del battito.  L'ECG mostrato in figura evidenzia:",B,True,B,"IT0455, B
Reasoning: The ECG shows a rhythm with P waves preceding each QRS complex. However, there's a progressive prolongation of the PR interval followed by a blocked P wave (no QRS after the P wave). This pattern is characteristic of Mobitz type 1 second-degree AV block (Wenckebach phenomenon).
The other options are incorrect because:
A) Extrasistoles would appear as premature beats with abnormal morphology, which are not seen here. Furthermore, extrasystoles would be prematurely conducted instead of blocked.
C) Mobitz type 2 block would have a fixed PR interval before the dropped beat.
D) Advanced AV block would have a consistent relationship between P waves and QRS complexes, often with a higher degree of block.
E) Hemiblock would be characterized by changes in the QRS axis and morphology, not by blocked P waves.",True,B,"IT0455, B
Reasoning: The ECG shows a rhythm where the PR interval progressively lengthens until a QRS complex is dropped (a P wave is present but not followed by a QRS). This is characteristic of a Mobitz type I second-degree AV block (also known as Wenckebach).",True
1,IT0456,"Un uomo di 70 anni, iperteso e fumatore, che ha subito recentemente un intervento di prostatectomia, richiede assistenza per la comparsa di dispnea da circa 5 ore. Al  monitor del personale dell'ambulanza, la pressione arteriosa è 100/50 mmHg e la saturazione di O2 risulta pari a 88%. Viene inoltre registrato l'elettrocardiogramma  mostrato in figura.  Quale è la diagnosi più probabile?",B,True,B,"IT0456, B
Reasoning: The ECG shows sinus tachycardia, S1Q3T3 pattern and right heart strain (T wave inversions in V1-V3), which are classic signs of pulmonary embolism. Given the patient's risk factors (recent surgery, smoker, hypertension) and clinical presentation (sudden onset dyspnea, hypotension, hypoxemia), pulmonary embolism is the most likely diagnosis. While cardiomiopathy can be considered in a hypertensive patient, the EKG doesn't show signs of ventricular hypertrophy. Anemization, Brugada syndrome and aortic dissection don't match the clinical picture or the EKG.",True,B,"IT0456, B
Reasoning: The patient is a 70-year-old hypertensive smoker who recently underwent prostatectomy and presents with acute dyspnea. His blood pressure is low (100/50 mmHg) and his oxygen saturation is 88%. The ECG shows sinus tachycardia with an S1Q3T3 pattern. This constellation of symptoms and ECG findings strongly suggests acute pulmonary embolism. A recent surgery is a risk factor for DVT/PE. Hypotension and hypoxia suggest a significant PE. The S1Q3T3 pattern, though not always present, is suggestive of PE. Therefore, the most probable diagnosis is acute pulmonary embolism.
A is unlikely, no signs of Brugada syndrome.
C is unlikely as there is no mention of severe chest pain and the ECG is not typical for dissection.
D is possible, but the acute onset and recent surgery make PE more likely.
E is possible, but does not explain the acute dyspnea as well as PE.",True
1,IT0507,Una donna di 77 anni in buone condizioni generali giunge in Pronto Soccorso in seguito a caduta accidentale in casa. In figura viene mostrata la radiografia del bacino e  delle anche della paziente.  Come si definisce questa frattura?,A,True,B,"IT0507, B
Reasoning: The radiograph shows a fracture involving the intertrochanteric region of the left femur. This is evident from the fracture line extending between the greater and lesser trochanters. Therefore, the correct answer is a pertrochanteric fracture of the left femur.",False,B,"IT0507, B
Reasoning: The radiograph shows a fracture line that runs through the trochanteric region of the left femur. This indicates a pertrochanteric fracture. Option A (subcapital), C (cervico-trochanteric), D (subtrochanteric), and E (transcervical) do not accurately describe the location of the fracture as seen in the image.",False
1,IT0512,"Un uomo di 82 anni accede in Pronto Soccorso: da alcuni giorni riferisce difficoltà nella deambulazione, avvertendo la sensazione di gamba destra ""pesante"". Da circa 2  giorni i figli hanno notato anche disturbi nell'eloquio; gli stessi riferiscono inoltre che circa 4 settimane prima il padre ha subito un trauma cranico da caduta accidentale. In  anamnesi il paziente riferisce ipertensione arteriosa in terapia medica, diabete mellito tipo II, fibrillazione atriale (in terapia con warfarin). Alla visita del neurochirurgo il  paziente presenta una afasia espressiva e un franco slivellamento dell'arto superiore e inferiore di destra alle prove antigravitarie. Viene eseguita una TC encefalo che  dimostra la presenza di una raccolta ematica a forma di semiluna, iso-ipodensa rispetto al parenchima cerebrale (vedi immagine).  Qual è la diagnosi più verosimile, considerando le immagini neuroradiologiche e la storia clinica?",A,True,A,"IT0512, A
Reasoning: The patient's history includes a head trauma 4 weeks prior, difficulty walking, speech disturbances, and right-sided weakness. He is also on warfarin for atrial fibrillation. The CT scan shows a crescent-shaped hematoma, iso- to hypodense compared to the brain parenchyma. This is highly suggestive of a chronic subdural hematoma. The crescent shape conforms to the dura, and the fact that it's iso- to hypodense indicates that it's not acute blood. The risk factors (age, trauma, anticoagulation) fit the profile of someone with a chronic subdural hematoma.",True,A,"IT0512, A
Reasoning: The clinical history suggests a fall 4 weeks prior, current neurological deficits (difficulty walking, speech problems, weakness on the right side), and the CT scan shows a crescent-shaped hematoma that is iso-hypodense relative to the brain parenchyma. The shape of the hematoma and the time frame are highly suggestive of a chronic subdural hematoma.",True
1,IT0532,"Un paziente di 67 anni, maschio, giunge all'attenzione medica per un'emicrania resistente ai trattamenti di prima linea. Ha eseguito un'indagine RM dell'encefalo.  Osservare le due immagini e indicare la risposta corretta.",C,True,C,"IT0532, C
Reasoning: In image A, the CSF appears dark. In image B, the CSF appears bright. Therefore, image A is a T1 sequence and image B is a T2 sequence. Contrast enhancement is not evident in the image A, so we don't consider the options with contrast.",True,E,"IT0532, E
Reasoning: In the first image (A), the CSF appears dark and the white matter appears brighter than the gray matter, consistent with a T1-weighted image. In the second image (B), there is a noticeable enhancement, especially in the lesion shown. Since enhancement is best visualized in T1-weighted images after contrast administration, this is likely a T1-weighted image with contrast. Therefore, option E is the most appropriate.",False
1,IT0533,"Un paziente di 35 anni giunge in Pronto Soccorso per dolore trafittivo all'emitorace sinistro insorto in seguito a movimento brusco, associato a dispnea. La radiografia  mostra un quadro non univoco e viene eseguita un'indagine TC.  Alla luce del quadro TC, qual è la diagnosi del paziente?",A,True,A,"IT0533, A
Reasoning: The TC scan shows a clear pneumothorax on the left side (emitorace sinistro as indicated in the question). The lung tissue is collapsed and there is air (dark area) between the lung and the chest wall. There is no evidence of consolidation or pleural effusion on either side. The right lung appears normal.",True,A,"IT0533, A
Reasoning: The patient presents with sudden left-sided chest pain and dyspnea following a sudden movement. The CT scan (although very unclear) seems to show a hyperlucent area on the left side with no lung markings, consistent with a pneumothorax. The question states the pain is in the left hemithorax, therefore excluding right-sided pneumothorax or pleural effusion. The image doesn't suggest lung consolidation. Therefore, the most likely diagnosis is a left pneumothorax.",True
1,IT0563,"Un uomo di 56 anni, forte fumatore, giunge in Pronto Soccorso per comparsa improvvisa di dolore toracico trafittivo all'emitorace sinistro e dispnea. Viene eseguita una radiografia del torace che fornisce l'immagine seguente. Qual è la diagnosi più probabile?",E,True,E,"IT0563, E
Reasoning: The X-ray shows a lack of lung markings in the left hemithorax and a clear visceral pleural line, indicating a pneumothorax. The patient's symptoms (sudden onset chest pain and dyspnea) and smoking history are also consistent with a spontaneous pneumothorax.",True,E,"IT0563, E
Reasoning: The image shows a radiolucent area in the left hemithorax with absent lung markings and a visible visceral pleura line. This is consistent with a pneumothorax. The patient's symptoms (sudden onset of sharp chest pain and dyspnea in a smoker) are also suggestive of a spontaneous pneumothorax.",True
1,IT0593,"Una donna di 76 anni, con pregressa tiroidite di Hashimoto e nota insufficienza mitralica moderata, asintomatica, si reca in visita cardiologica di controllo. L'elettrocardiogramma è il seguente. Qual è la diagnosi più probabile?",A,True,A,"IT0593, A
Reasoning: The ECG shows an irregularly irregular rhythm with absence of P waves, indicating atrial fibrillation. The QRS complexes are narrow, suggesting that the conduction is through the normal pathways.",True,A,"IT0593, A
Reasoning: The ECG shows an irregularly irregular rhythm with absent P waves and fibrillatory waves, which is characteristic of atrial fibrillation. Therefore, the most probable diagnosis is atrial fibrillation.",True
1,IT0597,"Uomo di 60 anni, iperteso, dislipidemico, presenta dolore toracico, sudorazione profusa e costrizione al giugulo. Pressione arteriosa 150/90 mmHg, saturazione di ossigeno 97%. L'elettrocardiogramma è il seguente. In relazione al sospetto clinico, qual è il prossimo step diagnostico-terapeutico?",D,True,D,"IT0597, D
Reasoning: The patient presents with classic symptoms of acute coronary syndrome (ACS): chest pain, diaphoresis, and neck constriction. He also has risk factors (hypertension and dyslipidemia). The ECG shows ST-segment elevation in leads V1-V6, indicating an anterior STEMI. In this situation, the priority is to perform emergency coronary angiography (<2 hours) to identify and treat the occluded coronary artery. The time limit is essential to restore blood flow to the myocardium, preserve myocardial function, and improve patient outcomes.",True,D,"IT0597, D
Reasoning: The patient presents with classic symptoms of acute coronary syndrome (chest pain, sweating, jugular vein distention) along with pre-existing hypertension and dyslipidemia which are risk factors. The ECG (which is blurry but we can still see ST elevations) suggests an acute ST-elevation myocardial infarction (STEMI). In the setting of STEMI, the immediate next step is emergency coronary angiography (within 2 hours) to identify and treat the culprit lesion via percutaneous coronary intervention (PCI). Therefore, option D is the most appropriate. Option E is also coronary angiography, but not soon enough. Options A, B, and C are not the priority in this acute situation.",True
1,IT0653,"Un uomo di 75 anni, cardiopatico, iperteso, lamenta improvviso calo del visus in OD. Con riferimento al quadro clinico ed alla fotografia del fondo oculare sovrastante, la diagnosi più probabile è:
",B,True,B,"IT0653, B
Reasoning: The fundus photograph shows widespread retinal hemorrhages, cotton wool spots and optic disc edema. This presentation is highly suggestive of a central retinal vein occlusion (CRVO). The patient's age (75), hypertension, and cardiac issues are also risk factors for CRVO. While the patient may have diabetic retinopathy, the widespread nature of the hemorrhages and disc edema are more indicative of CRVO. Branch retinal vein occlusion would have a more limited area of involvement. Age related macular degeneration can cause sudden vision loss, but the fundus photo does not show drusen, hemorrhage, or exudate typical of AMD. Central serous retinopathy would present with a serous detachment of the macula rather than widespread hemorrhages.",True,B,"IT0653, B
Reasoning: The patient is a 75-year-old with cardiovascular disease and hypertension who presents with sudden vision loss in the right eye (OD). The fundus photograph shows widespread retinal hemorrhages, dilated and tortuous veins, and cotton wool spots, all suggestive of central retinal vein occlusion (CRVO). While branch retinal vein occlusion is possible, the widespread nature of the findings favors CRVO. The other options are less likely: diabetic retinopathy often has other signs and doesn't present acutely, neovascular AMD has macular changes and subretinal fluid, and central serous retinopathy presents differently on fundoscopy and is more common in younger patients.",True
1,IT0675,"Un uomo di 36 anni giunge in Pronto Soccorso per un trauma sportivo con forte dolore al mesopiede. La freccia nella radiografia dimostra una frattura, particolarmente evidente nella proiezione laterale, con piccolo distacco osseo.  Qual è l'osso interessato?
",A,True,A,"IT0675, A
Reasoning: The radiograph shows a fracture at the midfoot level with a small bone avulsion. The location of the fracture, as indicated by the arrow in the lateral view, corresponds to the tarsal navicular (scafoide del tarso).",True,A,"IT0675, A
Reasoning: The question describes a fracture with a small bone fragment visible on a lateral radiograph of the midfoot. The most common location for this type of injury is the navicular bone (scafoide del tarso). The other options are less likely given this description. The image appears to show the foot and ankle, and while difficult to see fine details, based on the description and typical fracture locations, the navicular is the most plausible.",True
1,IT0676,"Un uomo di 67 anni viene portato in Pronto Soccorso dai familiari in stato confusionale e presenta Glasgow Coma Scale pari a 11. Viene eseguita una indagine TC in urgenza che mette in evidenza il quadro riportato nell'immagine, che corrisponde a:
",C,True,C,"IT0676, C
Reasoning: The image shows a hyperdense area in the left parieto-occipital lobe, indicating a bleed. The location within the brain parenchyma points to a parenchymal hemorrhage rather than subdural or epidural.
The bright area is located on the left side of the brain.
Therefore, the answer is C) Emorragia parenchimale parieto-occipitale sinistra.",True,C,"IT0676, C
Reasoning: The CT scan shows a hyperdense (bright) area within the brain parenchyma in the left parieto-occipital region. This is indicative of a parenchymal hemorrhage. The location (parieto-occipital) and side (left) match option C.",True
1,IT0713,"Un paziente di 50 anni con anamnesi di diabete mellito si presenta con una storia di ""fastidio"" retrosternale e nausea insorti da circa 1 ora. Il suo ECG è riportato in ﬁgura. Qual è l’intervento più appropriato da mettere in atto per questo paziente?",C,True,A,"IT0713, A
Reasoning: The patient presents with retrosternal discomfort and nausea, which are concerning for acute coronary syndrome (ACS). The ECG shows ST-segment depression in the inferior leads (II, III, aVF) and V1-V3, along with T wave inversion, which could indicate ischemia. Given the patient's history of diabetes, symptoms, and ECG findings, the most appropriate action is to admit the patient to a cardiac monitoring unit for serial ECGs and troponin measurements to assess for myocardial infarction. Further investigation is needed to rule out ACS. Coronary angiography might be required depending on the results of serial ECGs and troponin levels. Discharging the patient with aspirin and follow up would not be appropriate given the concerning ECG findings. Monitoring without admission, or pursuing non cardiac causes, would delay appropriate management of potential cardiac ischemia.",False,A,"IT0713, A
Reasoning: The patient is 50 years old, diabetic, presents with retrosternal discomfort and nausea, and has an abnormal ECG (though the specific abnormality cannot be determined from the provided empty image). Given these risk factors and symptoms, acute coronary syndrome is a strong possibility. Therefore, the most appropriate intervention is to admit the patient to a monitored cardiac bed to repeat the ECG and measure troponin levels to assess for myocardial damage. Options B, C, D, and E are not the best first step in this scenario. Starting aspirin and discharging (B) would be inappropriate without further investigation. Coronary angiography (C) might be necessary later, but not as the immediate first step. Monitoring in the ER (D) may delay necessary interventions if ACS is confirmed. Investigating non-cardiac causes (E) is not the priority given the patient's risk factors, symptoms, and ECG.",False
1,IT0783,"Un uomo di 38 anni riferisce tumefazione e dolore ingravescenti in corrispondenza del  polso sinistro da circa 8 mesi. È stato sottoposto a esame radiograﬁco (vedi immagine)  ed esame bioptico, che consentono di porre diagnosi di tumore a cellule giganti  dell’osso. Qual è il trattamento iniziale più appropriato per questo paziente?",D,True,D,"IT0783, D
Reasoning: Giant cell tumors of bone are typically treated with curettage, local adjuvants (like cement or phenol), and bone grafting. Wide resection and amputation are reserved for more aggressive or recurrent cases. Chemotherapy and radiotherapy are not typically the first-line treatment. The provided image also supports the diagnosis given the location and radiographic appearance.",True,D,"IT0783, D
Reasoning: The question describes a 38-year-old male with a giant cell tumor of bone in the left wrist. The image likely shows the characteristic lytic lesion of a giant cell tumor. Giant cell tumors of bone are typically treated with curettage, local adjuvants, and bone grafting or cement. Neo-adjuvant chemotherapy, radiation therapy, wide resection, radical resection, adjuvant chemotherapy, and amputation are generally reserved for more aggressive or recurrent cases. Therefore, option D is the most appropriate initial treatment.",True
1,IT0784,Un bambino di 10 anni riferisce l’insorgenza di dolore dopo un trauma alla spalla destra  riportato durante una partita di calcio. I genitori negano precedenti dolori o traumi alla  stessa spalla. La radiograﬁa è mostrata nella ﬁgura. Qual è la diagnosi più probabile fra  le seguenti?,A,True,D,"IT0784, D
Reasoning: The radiograph shows a Salter-Harris type I fracture of the proximal humerus. This is a common injury in children and adolescents, especially those involved in sports. The growth plate is the weakest part of the bone and is therefore more susceptible to injury. A traumatic event such as a fall or direct blow to the shoulder can cause the growth plate to separate. The radiograph shows widening of the growth plate, which confirms the diagnosis of a Salter-Harris type I fracture. The other options are less likely. A bone cyst is a benign tumor that usually does not cause pain unless it is large enough to fracture the bone. A clavicle fracture is typically located on the clavicle bone visible on the X-ray. Ewing's sarcoma is a malignant bone tumor that is rare in children. A chondrosarcoma is a malignant tumor of cartilage that is also rare in children. The presence of trauma during a soccer match, and the appearance of widening of the epiphyseal plate on the radiograph, point towards an epiphyseal injury.",False,D,"IT0784, D
Reasoning: The X-ray shows a clear separation at the proximal humerus growth plate (epiphysis). This, combined with the history of trauma in a 10-year-old, points towards a Salter-Harris type fracture, specifically a proximal humeral epiphyseal separation. The other options are less likely: bone cysts and sarcomas are usually not directly related to acute trauma, clavicle fractures are typically clinically evident, and chondrosarcomas are rare in children.",False
